Game Name,Series,Developer,Publisher,Date Published
Warcraft III: Reign of Chaos,Warcraft,Blizzard Entertainment,"Blizzard Entertainment, Vivendi Universal, Capcom",2002-07-03
Warcraft: Orcs & Humans,Warcraft,Blizzard Entertainment,"Interplay Entertainment, Blizzard Entertainment",1994-11-23
Wargasm,,Digital Image Design,Infogrames,1998-12-01
"Warhammer 40,000: Chaos Gate","Warhammer 40,000: Chaos Gate",Random Games Inc.,"Strategic Simulations Inc., GOG.com",1998-10-31
"Warhammer 40,000: Fire Warrior","Warhammer 40,000",Kuju Entertainment,"THQ, Chilled Mouse",2003-11-17
"Warhammer 40,000: Gladius - Relics of War","Warhammer 40,000",Proxy Studios,Slitherine,2018-07-12
"Warhammer 40,000: Rites of War","Warhammer 40,000",DreamForge Intertainment,"Strategic Simulations Inc., GOG.com",1999-07-23
Warhammer: Dark Omen,Warhammer,Mindscape,Electronic Arts,1998-03-01
Warhammer: Mark of Chaos,Warhammer,Black Hole Entertainment,"Bandai Namco Entertainment, Deep Silver, Games Workshop",2006-11-14
Warlords (2002),,"Creature Labs, Atari",Infogrames,2002-01-01
Warlords Battlecry,Warlords Battlecry,Strategic Studies Group,Ubisoft,2000-07-09
Warlords Battlecry II,Warlords Battlecry,Strategic Studies Group,Ubisoft,2002-03-12
Warlords Battlecry III,Warlords Battlecry,Infinite Interactive,Enlight Software,2004-05-24
Warlords III,Warlords,Strategic Studies Group,"Red Orb Entertainment, Slitherine",1997-01-01
Warm Up!,,Lankhor,Microïds,2000-11-09
Warmachine: Tactics,,WhiteMoon Dreams,Privateer Press Interactive,2014-11-20
Warmonger: Operation Downtown Destruction,,NetDevil,,2007-01-01
Warpath,,Digital Extremes,Groove Games,2006-07-18
Warrior Kings,Warrior Kings,Black Cactus,"Microïds, Empire Interactive, Strategy First, Feral Interactive",2002-02-28
Warrior Kings: Battles,Warrior Kings,Black Cactus,"Empire Interactive, Strategy First, Sega",2003-03-21
Warsow,,Warsow Team,,2012-07-28
Warzone 2100,,"Pumpkin Studios, Warzone 2100 Project","Eidos Interactive, Warzone 2100 Project",1999-04-10
Wasteland 3,Wasteland,inXile Entertainment,"inXile Entertainment, Deep Silver, Prime Matter",2020-08-28
WBTR - Welcome Back To Reality,,"Ma_rv, flipdp",IGTgames,
Wickland,,Mad Ram Software,,2015-02-06
Wild Hearts,,Omega Force,Electronic Arts,2023-02-17
Wildermyth,,Worldwalker Games,"Worldwalker Games, WhisperGames",2021-06-15
Will Rock,,Saber Interactive,Ubisoft,2003-06-09
William Shatner's TekWar,,Capstone Software,"IntraCorp, U.S. Gold",1995-09-30
Windward,,Tasharen Entertainment,,2015-05-12
Wing Commander: Armada,Wing Commander,Origin Systems,Electronic Arts,1994-09-22
Wings of Destiny,,General Simulations,Psygnosis,2000-01-01
Wings of War,,Silver Wish Games,Gathering of Developers,2004-08-30
Wipeout,Wipeout,Psygnosis,,1995-10-01
Wipeout 2097,Wipeout,Psygnosis,"Virtual Programming, Virtual Programming",1997-06-01
Witchaven,Witchaven,Capstone Software,"IntraCorp, U.S. Gold, SNEG",1995-09-20
Witchaven II: Blood Vengeance,Witchaven,Capstone Software,"IntraCorp, U.S. Gold, Proein S.L., SNEG",1996-05-06
Wolfenstein: Enemy Territory,Wolfenstein,"Splash Damage, id Software","Activision, Bethesda Softworks",2003-05-29
Woodcutter Simulator 2013,,United Independent Entertainment,,2013-12-19
World in Conflict,,Massive Entertainment,"Sierra Entertainment, Ubisoft",2007-09-18
World of Padman,,Padworld Entertainment,,2007-04-01
World Racing 2,World Racing,Synetic,"Playlogic Entertainment, TDK Mediactive, city Interactive",2005-09-29
World Racing 2: Champion Edition,World Racing,Synetic,UniqueGames,2022-12-08
World War II Combat: Iwo Jima,World War II (Groove Games series),Zombie Studios,"Groove Games, City Interactive",2006-07-25
World War II Combat: Road to Berlin,"World War II (Groove Games series), Battlestrike",Zombie Studios,"Groove Games, City Interactive, 1C Company",2006-01-24
World War II GI,,TNT Team,"GT Interactive, Retroism, Night Dive Studios, Ziggurat Interactive",1999-03-15
World War II: Panzer Claws,,"Reality Pump Studios, In Images","Eidos Interactive, TopWare Interactive",2002-11-15
Worms 2,Worms,Team17,"MicroProse, Russobit-M, Sold Out Software, Team17",1997-11-21
Worms 3D,Worms,Team17,"Acclaim Entertainment, Sega, Sold Out Software, Feral Interactive",2003-10-31
Worms 4: Mayhem,Worms,Team17,"Codemasters, Sold Out Software",2005-08-05
Worms Armageddon,Worms,Team17,"MicroProse, Hasbro Interactive, Imagineer, Russobit-M, CD Projekt, THQ, Sold Out Software, Team17",1999-01-29
Worms Forts: Under Siege,Worms,Team17,"Sega, Sold Out Software, Team17",2004-11-19
Worms World Party,Worms,Team17,"Titus Interactive, Virgin Interactive, Russobit-M, Sold Out Software",2001-04-06
Worms World Party Remastered,Worms,"Team17, TickTock Games",,2015-07-16
Wreckfest,,Bugbear Entertainment,THQ Nordic,2018-06-14
Wurm Unlimited,Wurm,Code Club AB,Plug In Digital,2015-10-21
WWF in Your House,WWE/WWF,Sculptured Software,Acclaim Entertainment,1996-01-01
X-COM: Enforcer,X-COM,MicroProse,"Infogrames, 2K Games",2001-04-19
X-COM: Interceptor,X-COM,MicroProse,"MicroProse, 2K Games",1998-06-15
X-Men: The Ravages of Apocalypse,X-Men,Zero Gravity Entertainment,WizardWorks,1997-12-05
X-Plane 12,X-Plane,Laminar Research,,2022-12-17
XCOM 2,X-COM,"Firaxis Games, Blind Squirrel Games","2K Games, Feral Interactive",2016-02-05
XIII,XIII,Ubisoft Paris,"Microids, Ubisoft, Feral Interactive",2003-11-18
Xonotic,,Team Xonotic,,2011-09-08
Xpand Rally,Xpand Rally,Techland,Deep Silver,2004-09-24
Xpand Rally Xtreme,Xpand Rally,Techland,Deep Silver,2006-12-01
XS,,SCi Games,GT Interactive,1996-12-31
Yatagarasu Attack on Cataclysm,,Yatagarasu Dev Team,Nyu Media,2015-07-07
Yu-Gi-Oh! Power of Chaos: Joey the Passion,Yu-Gi-Oh!,Konami,,2004-07-02
Z,Z,The Bitmap Brothers,Virgin Interactive,1996-09-02
Z.A.R.,,Maddox Games,"Auric Vision, Night Dive Studios",1998-01-01
ZanZarah: The Hidden Portal,,Xicat Interactive,Funatics Development,2002-04-26
Zax: The Alien Hunter,,Reflexive Entertainment,JoWood Productions,2001-09-28
ZomB: Battlegrounds,,Destruction Games,,2019-07-26
Zombasite,,Soldak Entertainment,,2016-08-23
Zombie Army Trilogy,Zombie Army,Rebellion Developments,,2015-03-06
Zombie Cubes,,MayoNinja Games,,2018-10-30
Zombie Panic! Source,Zombie Panic!,Zombie Panic! Team,,2007-12-28
Zombie Party,,Peach Pie Productions,"Peach Pie Productions, Black Shell Media",2016-06-10
Zork: Grand Inquisitor,Zork,Activision,"Activision, MacPlay, MacPlay",1997-11-04
